排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,鋼鐵,3.21,93.33,14/15,6.29,-6.55,-0.06,-0.43
2,CPO_光通訊,3.75,66.67,4/6,59.98,80.4,13.36,29.17
3,造紙,0.4,57.14,4/7,0.22,0.06,-0.0,-0.01
4,記憶體製造,2.95,50.0,2/4,-0.16,44.22,5.47,34.15
5,TPU_光通訊與連接器,4.88,50.0,2/4,55.78,54.4,0.68,13.69
6,TPU_散熱,0.06,50.0,2/4,71.63,105.42,4.21,7.66
7,IC設計,-0.17,46.15,6/13,28.44,24.91,2.7,7.14
8,軍工_無人機相關,0.86,44.44,4/9,37.54,43.82,-1.52,15.66
9,低軌衛星,-0.84,42.86,3/7,0.75,-11.51,-8.02,-23.5
10,記憶體模組,-0.25,42.86,3/7,-32.17,-46.01,3.13,6.68
11,光學元件或組裝,0.97,40.0,6/15,60.83,76.66,10.15,24.78
12,記憶體控制IC,0.18,40.0,2/5,-9.27,-6.78,0.29,2.02
13,無塵室與機電工程,0.86,40.0,2/5,9.85,-11.69,-0.13,-3.12
14,網通設備組件,1.15,40.0,8/20,159.4,221.03,9.38,34.25
15,軍工_航太製造與維修,0.18,33.33,2/6,-0.31,-2.73,0.0,0.17
16,工業自動化與機器人,-0.74,28.57,2/7,-0.21,13.89,0.15,1.23
17,廠務系統與水處理,-0.89,28.57,2/7,-0.32,-0.15,-0.18,-0.23
18,機器人,-1.57,21.43,3/14,-19.68,15.77,0.86,9.21
19,電器電纜,-1.53,20.0,2/10,6.14,40.52,3.27,5.74
20,PCB,-3.56,20.0,3/15,-48.7,20.27,5.93,8.88
21,CPO_先進封裝測試,-0.34,20.0,1/5,6.45,-0.64,-2.9,-10.17
22,紡織,-0.71,15.0,3/20,-0.2,-3.5,-0.59,-1.87
23,BBU_電池模組,-2.6,14.29,1/7,-6.83,1.83,-1.98,-4.74
24,玻璃,-2.87,13.33,2/15,-18.72,-12.08,12.5,24.51
25,航運,-1.05,13.33,2/15,11.91,37.87,-4.99,-26.56
26,銅,-3.53,10.0,1/10,-19.34,51.75,-6.52,0.73
27,軟體設計,-1.53,6.67,1/15,-0.83,-2.11,-0.0,-0.01
28,塑膠,-1.65,5.56,1/18,-1.71,27.75,5.03,9.14
29,金融,-1.56,5.26,1/19,-1.71,27.75,5.03,9.14
30,化學,-1.82,5.0,1/20,-11.41,15.66,4.54,7.9
31,電池或電源,-2.71,5.0,1/20,-17.88,38.94,-0.74,2.2
32,記憶體封裝與測試,-3.14,0.0,0/4,14.94,-12.84,0.35,0.65
33,被動元件,-3.29,0.0,0/19,10.2,-4.94,0.9,6.19
34,BBU_電源供應器與整合,-2.49,0.0,0/5,-16.77,8.04,0.7,8.29
35,半導體設備,-3.41,0.0,0/7,-4.57,-0.24,0.2,-0.23
36,銀,-2.58,0.0,0/4,19.78,-2.09,0.18,-2.89
37,TPU_伺服器主板與印刷電路板,-4.32,0.0,0/5,-17.74,48.07,5.75,12.44
