排名,股票代碼,公司名稱,公司產業,大戶持有比例差,大戶增加比例(%),第一天開盤價,期間最高價,期間最低價,最後一天收盤價,周漲幅
1,4951,精拓科,半導體類,5.1,24.6,74.6,119.0,74.6,119.0,59.5
2,6706,惠特,光電業,5.3,18.0,132.5,160.0,118.0,151.5,14.3
3,6205,詮欣,全部,6.9,14.3,78.7,99.6,74.7,86.5,9.9
4,3580,友威科,其他電子類,1.7,12.7,78.5,87.3,76.0,85.9,9.4
5,6672,騰輝電子-KY,全部,3.1,12.4,206.0,227.0,200.0,219.0,6.3
6,2337,旺宏,全部,5.7,12.2,129.5,176.0,124.0,154.0,18.9
7,2464,盟立,全部,5.0,11.6,86.0,118.0,83.8,113.5,32.0
8,8064,東捷,光電業類,5.4,10.3,77.0,104.0,77.0,104.0,35.1
9,6683,雍智科技,半導體類,1.7,7.7,1880.0,2125.0,1620.0,2125.0,13.0
10,5425,台半,半導體類,2.7,7.6,60.0,66.3,56.3,62.8,4.7
11,2485,兆赫,全部,1.4,6.8,62.7,63.5,58.5,58.7,-6.4
12,2367,燿華,全部,1.8,6.6,60.5,60.8,55.4,57.7,-4.6
13,8103,瀚荃,全部,3.3,6.5,103.0,136.5,101.0,125.0,21.4
14,1727,中華化,全部,3.6,6.0,67.6,84.6,65.6,81.5,20.6
15,3535,晶彩科,光電業,1.5,5.6,119.0,131.5,113.5,128.5,8.0
16,6197,佳必琪,全部,2.7,5.6,182.5,210.0,165.5,208.0,14.0
17,6865,偉康科技,數位雲端類,2.6,5.5,35.8,38.05,35.0,36.5,2.0
18,6265,方土昶,電子通路類,2.6,5.5,36.85,44.65,35.05,39.8,8.0
19,1597,直得,全部,2.9,5.3,110.0,143.5,102.5,143.5,30.5
20,1528,恩德,全部,1.8,5.3,26.7,29.2,24.0,28.8,7.9
21,3228,金麗科,半導體類,1.2,5.1,211.5,237.0,190.0,198.0,-6.4
22,6165,浪凡,全部,2.3,4.7,51.0,55.0,50.1,53.1,4.1
23,2243,宏旭-KY,全部,2.4,4.6,24.45,28.8,23.25,27.25,11.5
24,2408,南亞科,全部,3.3,4.4,209.5,242.5,199.0,215.5,2.9
25,5351,鈺創,半導體類,1.2,4.3,65.9,74.0,59.5,69.8,5.9
26,2233,宇隆,全部,2.2,4.1,246.0,300.0,234.5,300.0,22.0
27,4908,前鼎,通信網路類,2.3,4.1,180.0,215.0,158.0,214.0,18.9
28,3149,正達,光電業,1.3,3.9,42.75,49.5,41.35,47.3,10.6
29,6443,元晶,光電業,0.7,3.9,37.5,37.95,34.0,35.35,-5.7
30,5443,均豪,光電業類,1.5,3.8,112.0,132.5,105.0,129.5,15.6
31,6218,豪勉,通信網路類,1.8,3.7,33.85,42.8,30.25,41.15,21.6
32,8027,鈦昇,電機機械,1.4,3.7,150.0,193.5,148.5,193.5,29.0
33,2426,鼎元,光電業,1.7,3.6,49.0,64.7,46.1,57.3,16.9
34,8299,群聯,半導體類,1.9,3.6,1720.0,2175.0,1640.0,1900.0,10.5
35,2355,敬鵬,全部,1.5,3.6,50.1,54.5,49.7,51.2,2.2
36,3131,弘塑,其他電子類,1.6,3.5,3140.0,3245.0,2775.0,2950.0,-6.1
37,6658,聯策,全部,1.4,3.4,103.0,154.0,102.5,149.5,45.1
38,6727,亞泰金屬,電子零組件類,1.2,3.3,420.0,436.0,375.0,382.0,-9.0
39,3605,宏致,全部,1.5,3.3,78.5,90.7,73.6,87.1,11.0
40,3152,璟德,通信網路類,1.5,3.1,156.0,196.0,155.0,171.0,9.6
41,3033,威健,全部,1.1,3.1,35.15,36.7,34.0,35.75,1.7
42,1569,濱川,電腦及週邊類,1.7,3.1,60.3,64.6,57.6,57.8,-4.1
43,3388,崇越電,電子零組件類,1.2,2.9,115.0,119.5,102.0,114.5,-0.4
44,5274,信驊,半導體類,0.9,2.8,15725.0,17295.0,15630.0,16475.0,4.8
45,5386,青雲,電腦及週邊類,1.0,2.7,359.0,396.5,328.0,379.0,5.6
46,2399,映泰,全部,0.8,2.7,41.1,43.65,39.5,42.45,3.3
47,8358,金居,電子零組件類,1.4,2.6,376.5,398.0,324.5,388.5,3.2
48,4102,永日,生技醫療類,1.1,2.5,18.8,18.95,17.9,18.25,-2.9
49,6275,元山,電子零組件類,0.7,2.4,58.0,58.1,51.6,52.3,-9.8
50,2444,兆勁,全部,0.6,2.4,14.05,14.15,12.8,13.35,-5.0
