股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
2337,旺宏,43721,38082,67408,2,-1732,-2719,-3553,1
3715,定穎投控,18975,9471,22201,2,-10,-754,-839,0
2344,華邦電,16744,78443,73774,4,604,639,-603,2
5351,鈺創,15644,13081,21691,3,-7,-7,-7,0
3702,大聯大,14140,33458,31252,3,-160,157,3347,3
1326,台化,11263,-4383,-11201,1,207,13429,12745,3
5483,中美晶,10483,16979,12153,3,-41,-654,-951,0
2027,大成鋼,10408,10476,5754,2,44,1344,3624,4
2303,聯電,10005,12258,-27428,2,1024,1209,4237,3
2449,京元電子,9880,8410,5201,2,2844,569,5,2
4958,臻鼎-KY,7915,689,3373,2,-28,61,547,3
2347,聯強,7682,22865,24773,4,-7,-1454,-2060,1
2353,宏碁,7099,8519,-1218,4,-274,1893,1910,3
2495,普安,6912,7026,5416,3,0,0,-9,0
2855,統一證,6900,12160,12197,4,-6,2618,2689,3
3045,台灣大,6881,15028,13660,3,-1282,-1732,-3092,0
3037,欣興,6762,8475,18031,4,1352,1577,1487,2
1605,華新,6743,23678,24609,4,69,5,51,3
6147,頎邦,5774,9964,12968,3,-17,-47,-78,0
4919,新唐,5666,5990,4343,2,-1,-2,-60,1
3189,景碩,5355,-1052,1846,2,8,-605,2202,3
1301,台塑,5198,9526,-3964,2,10,789,667,2
2382,廣達,4997,6589,4581,3,-2,-557,176,2
8028,昇陽半導體,3968,4736,9111,5,-1130,-1408,-1517,0
5871,中租-KY,3899,9867,9126,4,-98,-712,-750,1
8021,尖點,3844,1186,1194,3,-27,21,52,2
2882,國泰金,3614,1256,-12306,1,-70,9533,16401,4
2377,微星,3310,2418,133,2,510,1024,1062,5
2492,華新科,3142,-2622,-5135,1,2,3,47,4
2455,全新,3074,-3866,-4458,2,-797,-952,-906,3
3105,穩懋,2805,-7019,-6968,2,1097,1335,1315,2
2603,長榮,2473,24865,23507,3,115,1615,1642,3
2481,強茂,2435,9889,22238,5,-1927,-1704,-4085,1
4967,十銓,2381,910,1517,3,0,0,-2,0
4904,遠傳,2368,4647,6677,4,-1235,-1531,-2740,1
2412,中華電,1678,6766,13551,5,8,-823,-1176,1
6415,矽力*-KY,1473,-828,880,4,3,-158,183,3
4977,眾達-KY,1411,-918,1862,3,0,71,71,1
2308,台達電,1408,4605,4279,3,52,-432,-627,2
6274,台燿,1375,-3306,-4924,2,416,338,-4980,1
3532,台勝科,1351,1660,1224,2,0,428,599,2
1560,中砂,1240,1290,-457,3,-587,-1840,-1873,0
3583,辛耘,1223,2217,2807,5,0,1,1,2
6285,啟碁,1158,-3604,-2422,3,-1184,220,70,3
6788,華景電,1120,1268,948,3,0,0,0,0
2368,金像電,1039,-374,1184,2,-692,-659,-73,4
6451,訊芯-KY,1008,2251,3118,5,0,0,0,1
2376,技嘉,982,5577,6223,4,-20,-16,272,3
6139,亞翔,967,4072,3911,3,-35,930,875,2
6488,環球晶,919,1846,-104,4,72,-98,-390,2
3293,鈊象,890,1633,1324,3,-28,-68,-30,1
3450,聯鈞,878,-1110,-2197,3,-510,-796,-757,2
3533,嘉澤,819,550,590,3,100,142,581,4
6531,愛普*,747,157,5353,4,20,-104,-98,4
2451,創見,700,4164,5043,5,-7,-388,-479,1
3044,健鼎,633,-1925,-1524,3,-48,-182,701,1
3034,聯詠,566,482,1211,4,-97,-191,-315,0
2345,智邦,547,853,-1643,2,227,-235,-324,2
6472,保瑞,501,639,646,4,2,-373,-369,2
3661,世芯-KY,406,406,227,3,-56,-255,-388,0
3443,創意,405,437,875,4,89,-96,-532,2
2330,台積電,373,-16031,-47820,1,-53,-1347,-1197,1
6446,藥華藥,343,800,656,3,-135,-441,-664,1
3363,上詮,336,-1282,-1469,2,0,-44,-44,0
5536,聖暉*,325,386,563,3,-74,-348,-346,1
8210,勤誠,292,-479,-906,2,-949,-1100,-1020,1
6442,光聖,194,65,18,2,0,-20,-14,1
2360,致茂,140,-819,-899,2,366,803,642,2
3529,力旺,98,-118,-166,1,224,412,326,4
3653,健策,93,790,485,4,198,515,490,4
6510,精測,79,-46,-218,1,-86,-31,287,4
