股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
3481,群創,117995,56690,59325,2,-11,377,-1096,2
2409,友達,90691,21649,-56011,2,-10,95,-582,2
1717,長興,23669,39614,38522,3,-5,700,702,4
2890,永豐金,21846,-1964,-76498,2,2671,28969,129294,5
1314,中石化,21469,88727,114610,5,0,0,0,0
2882,國泰金,20450,56143,132715,5,-2760,-27124,-63827,0
2883,凱基金,20335,60051,94835,5,-2783,-9283,-17650,0
8150,南茂,17467,-1195,20186,3,467,5785,13722,5
2884,玉山金,16287,21519,15149,3,-3750,10408,27474,2
2449,京元電子,15875,7649,28600,4,869,3842,2986,3
2324,仁寶,11374,32430,40984,4,-8753,-26165,-43782,0
1409,新纖,10809,17145,20052,5,1446,1805,1805,2
1216,統一,10005,18060,12979,2,223,1017,3467,5
2002,中鋼,9889,9655,-58540,2,-86,-143,-143,1
2834,臺企銀,9652,33972,15561,3,-32,12,-3,2
1504,東元,9327,11625,11052,3,33,20,186,3
2369,菱生,9056,8826,7298,3,0,0,0,0
5351,鈺創,8237,4358,-6893,1,0,0,30,2
6282,康舒,8034,8182,13599,4,594,1524,1744,4
2845,遠東銀,7933,13779,3094,3,-10,3338,10026,4
2867,三商壽,7796,16767,7334,3,0,0,0,0
2301,光寶科,7795,12759,23100,5,-880,-2480,-5549,0
2105,正新,7759,36165,33006,4,6,592,2573,5
6239,力成,7198,10824,18459,5,-1630,-7369,-11679,0
4938,和碩,7173,14465,20545,5,-3177,-9522,-13380,0
2352,佳世達,7095,-4031,-11054,1,3778,15580,27912,5
1609,大亞,6935,7935,8640,3,-2,1,1,2
2542,興富發,6862,11145,-5368,3,160,2930,12931,5
5880,合庫金,6696,6452,7491,4,-15,141,158,3
2892,第一金,6622,-17389,-135227,2,7376,31461,159778,5
8131,福懋科,6591,8725,6489,3,0,3,3,2
2399,映泰,5796,2333,-1390,1,0,-2,-2,0
2303,聯電,5764,28519,129598,4,-16822,-47285,-166345,0
5347,世界,5762,2966,-3186,2,-1896,-6633,-6667,2
2801,彰銀,5586,-11509,-127462,1,-48,6816,130220,4
4989,榮科,5524,13239,14160,4,0,0,0,0
2351,順德,4717,4788,4606,3,43,-164,580,3
2609,陽明,4660,15098,8942,3,0,93,140,4
6505,台塑化,4651,7300,4658,2,-23,92,-487,2
2408,南亞科,4618,3424,-16887,2,1201,-12157,-15304,2
2885,元大金,4178,7988,-3541,2,1860,6151,4576,3
1514,亞力,4032,2593,3560,3,-1,0,0,1
6176,瑞儀,3220,9465,11549,5,-1238,-3703,-6208,0
5371,中光電,3154,6448,8394,3,0,0,9,1
2441,超豐,2954,3549,4781,5,124,746,1191,4
2436,偉詮電,2786,5530,5813,4,0,0,20,1
3374,精材,2703,766,-1742,1,-897,-896,-896,3
6548,長科*,2350,1664,395,2,848,3327,4198,5
3006,晶豪科,2282,-1971,-4061,2,-32,-1466,-1436,2
6488,環球晶,2274,3429,4319,5,1847,958,-553,1
1513,中興電,1995,1446,492,2,37,257,1073,5
3005,神基,1978,4845,14516,4,-124,-4420,-7385,0
2881,富邦金,1720,45174,71799,4,-1848,-37381,-53279,1
2912,統一超,1657,4294,2784,3,47,257,677,5
2486,一詮,1530,1095,52,2,0,-192,-689,0
6257,矽格,1398,2637,11692,4,256,450,463,3
2327,國巨,1260,-2504,6331,2,450,-260,-14268,1
8028,昇陽半導體,1187,2657,4369,4,-455,-169,6,3
1503,士電,1175,760,991,3,-2,1,1,2
6719,力智,1143,-1281,-258,2,-1,0,5,2
3264,欣銓,1123,5273,10697,5,-273,-643,-3297,0
2454,聯發科,1009,-3470,-2161,3,-613,-595,-1427,1
2049,上銀,980,2,1130,4,0,-339,-734,1
2357,華碩,976,3420,3356,4,-526,-1000,-765,2
3167,大量,843,624,796,4,434,386,346,1
3260,威剛,819,1330,-3278,2,277,877,-268,4
1519,華城,526,541,-1434,2,-455,-562,-846,0
2467,志聖,480,245,1620,4,0,-71,-131,0
5536,聖暉*,389,895,1461,5,-335,-418,-645,0
3529,力旺,307,222,228,3,-347,-698,-708,1
5289,宜鼎,283,-726,-30,2,-4,97,-1166,1
6187,萬潤,237,469,796,3,-8,-361,-1340,1
8996,高力,182,39,365,4,-169,-883,-936,0
6781,AES-KY,162,262,672,5,0,0,0,0
3665,貿聯-KY,118,392,508,4,70,-425,-443,2
3008,大立光,89,-514,-1842,1,-160,-411,-605,0
3443,創意,62,-71,-66,3,-228,-177,55,3
5274,信驊,28,73,120,4,-83,-81,-82,2
