CB代號,CB名稱,個股現價,轉換價格,餘額比例(%),距轉換價差距(%),已發行/近期上市
53097,系統電七,54.6,54.6,99.08,0.0,已發行CB
64251,易發一,57.8,57.9,15.55,-0.17,已發行CB
68211,聯寶一,42.1,42.19,41.5,-0.21,已發行CB
82102,勤誠二,1000.0,997.3,100,0.27,已發行CB
66241,萬年清一,40.4,40.6,31,-0.49,已發行CB
65702,維田二,55.4,55.73,100,-0.59,已發行CB
65702,維田二,55.4,55.73,100,-0.59,近期上市
81553,博智三,320.5,318.0,100,0.79,已發行CB
81553,博智三,320.5,318.0,100,0.79,近期上市
12561,鮮活果汁一KY,181.0,182.5,99.15,-0.82,已發行CB
33763,新日興三,189.5,191.1,99.21,-0.84,已發行CB
55344,長虹四,79.3,80.0,100,-0.88,已發行CB
30455,台灣大五,108.0,106.9,100,1.03,已發行CB
69041,伯鑫一,123.0,124.7,100,-1.36,已發行CB
31494,正達四,67.1,68.1,100,-1.47,近期上市
35161,亞帝歐一,25.2,25.62,100,-1.64,已發行CB
84113,福貞三KY,12.95,13.2,100,-1.89,已發行CB
32843,太普高三,22.9,23.41,98.3,-2.18,已發行CB
30166,嘉晶六,102.5,105.0,100,-2.38,近期上市
30166,嘉晶六,102.5,105.0,100,-2.38,已發行CB
82103,勤誠三,1000.0,975.6,100,2.5,已發行CB
66702,復盛應用二,261.5,254.5,100,2.75,已發行CB
24023,毅嘉三,54.8,53.3,100,2.81,已發行CB
84423,威宏三KY,43.7,42.5,100,2.82,已發行CB
84762,台境二,20.1,19.5,90.08,3.08,已發行CB
14722,三洋實業二,89.0,91.9,100,-3.16,已發行CB
36806,家登六,463.5,478.9,100,-3.22,已發行CB
61777,達麗七,47.75,46.1,99.9,3.58,已發行CB
35513,世禾三,175.0,168.8,100,3.67,已發行CB
62822,康舒二,47.8,46.1,99.92,3.69,已發行CB
62236,旺矽六,6440.0,6201.8,100,3.84,已發行CB
15142,亞力二,101.0,105.1,100,-3.9,已發行CB
35122,皇龍二,19.7,20.5,100,-3.9,已發行CB
35122,皇龍二,19.7,20.5,100,-3.9,近期上市
45102,高鋒二,46.45,48.41,94.72,-4.05,已發行CB
61794,亞通四,27.05,28.2,99.2,-4.08,已發行CB
61011,寬魚國際一,35.35,36.9,96.8,-4.2,已發行CB
66292,泰金二KY,110.5,115.5,97.43,-4.33,已發行CB
36805,家登五,463.5,484.7,100,-4.37,已發行CB
41684,醣聯四,22.8,23.91,100,-4.64,已發行CB
80506,廣積六,58.0,60.9,47.36,-4.76,已發行CB
30454,台灣大四,108.0,113.5,99.71,-4.85,已發行CB
