排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,CPO_光通訊,7.51,100.0,6/6,-2.76,-16.31,1.26,-3.35
2,軍工_航太製造與維修,2.35,100.0,6/6,-2.54,-2.25,0.71,1.26
3,電器電纜,4.89,100.0,10/10,58.71,32.47,0.25,2.38
4,TPU_光通訊與連接器,3.72,100.0,4/4,15.59,-1.44,-5.58,-17.84
5,TPU_散熱,1.23,100.0,4/4,15.59,1.99,-22.8,-54.48
6,銅,1.76,90.0,9/10,30.69,5.87,-8.47,-13.81
7,軍工_無人機相關,3.01,88.89,8/9,5.85,30.04,2.14,-4.35
8,半導體設備,1.75,85.71,6/7,3.55,-10.19,0.81,2.04
9,BBU_電池模組,1.19,85.71,6/7,-1.57,-1.72,-2.75,-9.82
10,PCB,1.34,80.0,12/15,104.09,105.38,5.55,53.34
11,TPU_伺服器主板與印刷電路板,1.82,80.0,4/5,32.31,22.29,-10.3,-6.97
12,電池或電源,2.85,75.0,15/20,50.21,107.29,-2.68,-5.14
13,玻璃,2.55,73.33,11/15,82.4,82.98,2.27,35.63
14,低軌衛星,2.22,71.43,5/7,33.86,-1.9,1.11,-2.34
15,網通設備組件,2.21,70.0,14/20,44.93,41.03,-16.77,-69.25
16,航運,1.27,66.67,10/15,33.21,7.15,-9.36,-24.14
17,光學元件或組裝,2.16,66.67,10/15,-3.89,-2.39,1.96,-5.26
18,BBU_電源供應器與整合,1.03,60.0,3/5,8.13,57.39,-0.55,-1.4
19,CPO_先進封裝測試,2.17,60.0,3/5,-1.58,-12.02,7.1,12.65
20,銀,-0.21,50.0,2/4,-38.65,-15.41,8.1,37.37
21,機器人,0.49,50.0,7/14,6.87,48.99,0.78,4.15
22,記憶體製造,2.53,50.0,2/4,-8.97,-3.31,2.32,0.66
23,記憶體封裝與測試,-0.88,50.0,2/4,6.74,14.1,-0.77,-1.59
24,無塵室與機電工程,0.41,40.0,2/5,-6.08,-54.31,0.35,5.11
25,軟體設計,-0.13,40.0,6/15,0.2,-0.11,-0.01,-0.15
26,紡織,-0.32,35.0,7/20,1.3,6.1,-1.37,-3.5
27,IC設計,-0.84,30.77,4/13,-8.63,22.38,0.28,-1.18
28,工業自動化與機器人,-0.24,28.57,2/7,2.06,3.36,-0.0,0.87
29,廠務系統與水處理,-0.21,28.57,2/7,1.94,1.78,-0.03,-1.8
30,記憶體模組,-2.2,28.57,2/7,-13.49,-25.47,0.26,1.78
31,化學,-0.91,20.0,4/20,-5.08,11.21,-5.77,-0.39
32,記憶體控制IC,-1.42,20.0,1/5,-0.51,-3.46,-0.03,0.14
33,被動元件,-1.14,15.79,3/19,-38.19,45.11,9.43,38.05
34,造紙,-1.27,14.29,1/7,-0.38,-0.1,-0.01,-0.04
35,鋼鐵,-1.05,13.33,2/15,17.57,41.56,-0.14,8.58
36,塑膠,-1.88,11.11,2/18,-8.28,18.83,-2.97,3.53
37,金融,-1.87,10.53,2/19,-8.28,18.83,-2.97,3.53
