股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
1802,台玻,88330,96083,134261,4,0,3725,3725,1
2303,聯電,73661,163514,184799,4,-11021,-21809,-40754,0
2618,長榮航,40399,38533,70985,4,-12695,-23112,-30079,0
1815,富喬,25993,47630,58130,5,198,8298,8651,4
2610,華航,25026,43207,105128,5,-1058,-5283,-14163,0
2371,大同,22363,6112,-23676,1,-10,-87,-196,0
5347,世界,16643,19441,27774,4,-746,-4887,-3527,2
6285,啟碁,12301,13929,12121,3,199,-18,0,3
2883,凱基金,11201,57021,84712,5,241,3984,698,2
6282,康舒,10678,15178,47252,4,197,793,987,3
2313,華通,10273,4825,-18949,1,2046,3668,15192,5
2481,強茂,10110,11160,23447,4,-1713,-634,1001,2
2457,飛宏,9392,11290,15812,4,0,0,0,0
1513,中興電,9038,9824,8090,2,-4,-436,-448,1
1609,大亞,7392,12775,15944,5,-4,-13,-22,0
2489,瑞軒,7329,11363,13237,4,0,0,0,0
8150,南茂,7316,2824,11447,3,0,236,251,3
2329,華泰,7074,16921,17616,4,712,712,712,1
1605,華新,7028,-67171,-35627,2,-1174,-10068,-5393,2
6443,元晶,6928,-889,-4167,2,0,0,0,0
2312,金寶,6835,-15677,-10114,2,0,0,-775,0
8046,南電,6800,18821,17980,4,4052,11598,12049,5
2337,旺宏,5310,7451,14598,4,500,363,559,3
2603,長榮,5066,-7419,-5644,3,-2154,-5587,-8918,0
5469,瀚宇博,4901,8868,10884,5,0,-131,-131,0
2609,陽明,4894,2934,3016,3,-237,-5616,-6364,0
5309,系統電,3274,3342,4301,3,-1,133,91,1
5483,中美晶,3185,5821,9476,5,-2887,-5102,-7820,0
2881,富邦金,2895,15500,26661,5,-5163,-13336,-25745,0
2882,國泰金,2795,31327,26452,4,-3714,-9200,-19678,0
1514,亞力,2560,7536,8428,4,0,60,60,2
2368,金像電,2367,1683,2774,3,-1986,-4108,-4132,1
8021,尖點,2220,-146,3518,3,68,107,758,5
8086,宏捷科,2161,1974,1792,2,0,-1,-1,0
6191,精成科,1935,434,2842,3,0,-3,-87,2
2360,致茂,1798,2643,2992,5,-569,-1213,-1397,0
1503,士電,1636,3966,6086,4,-1,-5,-12,0
3105,穩懋,1605,-589,-133,4,-1,34,42,2
6239,力成,1599,-394,3965,3,-741,-1119,-299,2
6274,台燿,1419,-2179,-4238,2,-569,-543,232,3
1519,華城,1305,733,3846,3,63,706,1140,5
3081,聯亞,1257,420,178,2,0,228,203,1
2383,台光電,1247,1970,1058,4,-145,-658,-1025,0
3034,聯詠,1180,3679,3801,4,-1027,-3099,-4345,0
3017,奇鋐,1030,1274,1132,3,-1421,-3489,-3847,0
2449,京元電子,978,4765,3545,3,-540,-1196,-4052,1
8358,金居,939,2269,2780,5,-1,-5,-194,1
3044,健鼎,924,542,2843,3,-474,-957,-1944,0
3167,大量,923,-110,-4106,1,60,-612,-1188,1
2345,智邦,906,303,1781,3,-179,-675,-316,2
2059,川湖,877,1028,1187,4,23,-144,-438,1
3711,日月光投控,793,1282,8871,4,-171,359,1000,3
3680,家登,594,1151,1765,5,-62,30,-87,2
2454,聯發科,327,1771,4044,4,122,-319,-876,2
2308,台達電,304,5200,5659,3,147,311,686,3
3665,貿聯-KY,286,2666,2992,5,-242,-3085,-3581,0
3491,昇達科,264,-652,-45,3,0,-22,194,3
6805,富世達,213,-180,802,3,-336,-694,-2594,0
6223,旺矽,128,484,614,4,131,217,-93,3
