排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體製造,7.7,100.0,4/4,8.55,15.51,0.14,0.72
2,TPU_伺服器主板與印刷電路板,4.07,100.0,5/5,17.74,-27.45,14.19,8.48
3,記憶體模組,6.23,100.0,7/7,3.8,3.64,-0.7,-1.22
4,記憶體封裝與測試,3.94,100.0,4/4,5.44,17.9,-0.08,2.02
5,PCB,3.62,86.67,13/15,62.92,-27.86,31.77,50.3
6,工業自動化與機器人,2.6,85.71,6/7,-0.91,5.71,0.77,0.82
7,機器人,2.0,78.57,11/14,66.13,54.9,2.46,6.25
8,玻璃,3.48,66.67,10/15,28.68,27.64,23.17,27.22
9,電器電纜,2.1,60.0,6/10,-15.97,38.52,6.05,11.99
10,銅,1.1,60.0,6/10,10.99,63.37,1.4,-0.49
11,電池或電源,2.34,55.0,11/20,72.79,132.25,3.42,-3.0
12,TPU_散熱,0.88,50.0,2/4,-10.39,0.28,-9.06,-38.03
13,IC設計,-0.12,46.15,6/13,32.36,45.15,-3.35,-16.66
14,被動元件,0.65,42.11,8/19,104.82,76.26,7.45,37.6
15,記憶體控制IC,-0.44,40.0,2/5,-1.26,-2.24,0.02,-0.1
16,CPO_先進封裝測試,0.01,40.0,2/5,-2.2,0.32,2.06,3.94
17,光學元件或組裝,0.19,40.0,6/15,-8.22,-21.96,-3.04,-6.44
18,無塵室與機電工程,-1.76,40.0,2/5,-39.65,-23.27,-3.87,-3.76
19,BBU_電源供應器與整合,0.85,40.0,2/5,65.75,74.51,1.51,5.3
20,化學,-0.52,35.0,7/20,24.25,117.73,4.74,3.13
21,紡織,-0.47,30.0,6/20,1.57,5.33,-0.66,-0.64
22,BBU_電池模組,-0.43,28.57,2/7,-1.99,-0.95,-4.01,-17.09
23,低軌衛星,-0.58,28.57,2/7,-20.2,-18.86,2.41,24.89
24,造紙,-1.3,28.57,2/7,-0.35,0.17,-0.01,-0.02
25,航運,-0.87,26.67,4/15,-30.88,3.46,-4.75,-17.8
26,軟體設計,-0.58,26.67,4/15,-0.96,0.64,-0.01,-0.03
27,銀,0.12,25.0,1/4,25.78,-6.34,7.21,34.77
28,網通設備組件,-0.8,25.0,5/20,10.94,40.74,-17.44,-36.06
29,TPU_光通訊與連接器,-0.76,25.0,1/4,-14.44,11.15,-1.63,-25.04
30,軍工_無人機相關,-1.13,22.22,2/9,39.24,78.08,-3.86,-11.9
31,塑膠,-0.84,22.22,4/18,36.62,133.59,2.27,0.59
32,金融,-0.81,21.05,4/19,36.62,133.59,2.27,0.59
33,鋼鐵,-0.3,20.0,3/15,2.01,13.43,5.11,5.13
34,CPO_光通訊,-1.37,16.67,1/6,-14.93,-19.84,-2.46,-4.57
35,軍工_航太製造與維修,-0.87,16.67,1/6,-0.62,3.05,0.0,0.0
36,廠務系統與水處理,-0.32,14.29,1/7,-1.45,-3.49,-1.77,-2.68
37,半導體設備,-1.77,14.29,1/7,-12.47,-11.99,0.34,-0.18
