CB代號,CB名稱,個股現價,轉換價格,餘額比例(%),距轉換價差距(%),已發行/近期上市
15142,亞力二,105.0,105.1,100,-0.1,已發行CB
62822,康舒二,45.15,45.2,99.92,-0.11,已發行CB
17172,長興二,75.8,75.7,100,0.13,已發行CB
53097,系統電七,54.7,54.6,99.08,0.18,已發行CB
61794,亞通四,27.65,27.6,78.3,0.18,已發行CB
12561,鮮活果汁一KY,183.0,182.5,99.15,0.27,已發行CB
44391,冠星一KY,96.0,96.3,97.42,-0.31,已發行CB
53211,美而快一,85.0,85.3,2.15,-0.35,已發行CB
66034,富強鑫四,26.75,26.63,100,0.45,已發行CB
41904,佐登四KY,25.95,26.1,100,-0.57,已發行CB
69041,伯鑫一,125.5,124.7,100,0.64,已發行CB
66241,萬年清一,40.95,40.6,31,0.86,已發行CB
24867,一詮七,259.0,256.0,100,1.17,已發行CB
36805,家登五,490.5,484.7,100,1.2,已發行CB
31494,正達四,67.2,68.1,100,-1.32,近期上市
31494,正達四,67.2,68.1,100,-1.32,已發行CB
52845,jpp五KY,323.0,318.5,100,1.41,已發行CB
82103,勤誠三,960.0,975.6,100,-1.6,已發行CB
30454,台灣大四,115.5,113.5,99.71,1.76,已發行CB
84762,台境二,19.85,19.5,90,1.79,已發行CB
22363,百達三KY,120.5,118.1,22.80,2.03,已發行CB
61011,寬魚國際一,37.7,36.9,96.8,2.17,已發行CB
811211,至上11,92.2,90.1,100,2.33,已發行CB
36806,家登六,490.5,478.9,100,2.42,已發行CB
15602,中砂二,690.0,708.3,100,-2.58,近期上市
14722,三洋實業二,89.5,91.9,100,-2.61,已發行CB
68211,聯寶一,43.3,42.19,41.5,2.63,已發行CB
84113,福貞三KY,12.85,13.2,100,-2.65,已發行CB
76311,聚賢研發一創,146.5,150.8,100,-2.85,已發行CB
76311,聚賢研發一創,146.5,150.8,100,-2.85,近期上市
33247,雙鴻七,1060.0,1092.5,100,-2.97,已發行CB
81473,正淩三,125.5,129.4,99.6,-3.01,已發行CB
61012,寬魚國際二,37.7,38.9,71.16,-3.08,已發行CB
35161,亞帝歐一,26.45,25.62,100,3.24,已發行CB
26418,正德八,18.2,18.82,92.08,-3.29,已發行CB
68692,雲豹能源二,67.8,70.2,100,-3.42,已發行CB
82221,寶一一,40.8,42.3,100,-3.55,近期上市
82102,勤誠二,960.0,997.3,100,-3.74,已發行CB
45811,光隆精密一KY,48.2,50.2,100,-3.98,已發行CB
24643,盟立三,211.0,202.8,100,4.04,近期上市
33246,雙鴻六,1060.0,1111.3,100,-4.62,已發行CB
89366,國統六,51.2,53.8,100,-4.83,已發行CB
89366,國統六,51.2,53.8,100,-4.83,近期上市
33035,岱稜五,53.0,55.7,100,-4.85,已發行CB
41684,醣聯四,22.75,23.91,100,-4.85,已發行CB
30166,嘉晶六,99.9,105.0,100,-4.86,已發行CB
30166,嘉晶六,99.9,105.0,100,-4.86,近期上市
35122,皇龍二,19.5,20.5,100,-4.88,已發行CB
35122,皇龍二,19.5,20.5,100,-4.88,近期上市
