股票代碼,公司名稱,當日外資買超(張),近三日外資買超(張),近五日外資買超(張),近五日外資買超天數,當日投信買超(張),近三日投信買超(張),近五日投信買超(張),近五日投信買超天數
3481,群創,74219,37183,-21859,2,-20,145,1030,3
6770,力積電,71080,18913,56950,3,0,272,568,2
2002,中鋼,35685,67808,106970,4,-22,-415,9240,1
2337,旺宏,32186,31328,63973,3,2164,5736,11534,4
2883,凱基金,23022,64179,90807,5,299,5548,6121,4
3189,景碩,22764,19036,10028,1,309,6246,8919,5
4958,臻鼎-KY,19025,13988,12132,2,66,626,2042,5
3715,定穎投控,18948,18451,13248,1,44,101,1249,4
2367,燿華,18213,29929,40037,3,0,0,-57,0
2303,聯電,15959,14260,39538,3,3327,1952,-20245,3
6443,元晶,12373,26120,26707,5,0,0,0,0
2884,玉山金,10129,11672,22891,3,-394,692,-2711,2
2890,永豐金,9569,12467,1354,3,-217,704,-1405,2
2887,台新金,9528,33688,44376,5,1791,1787,-4122,2
1605,華新,9144,-29538,-23029,2,-495,-36262,-25371,2
2610,華航,9074,22538,40926,5,2070,1115,-3373,1
2344,華邦電,9060,-25205,-53460,1,2254,-6564,-443,3
1314,中石化,6021,-295,-15543,1,0,0,0,0
2353,宏碁,5755,-17039,-33616,1,-780,-446,-670,2
2881,富邦金,5326,15302,16192,4,300,-95,-6818,2
2301,光寶科,5124,9718,1829,2,-195,-2386,-2293,2
2867,三商壽,5078,16133,25745,5,0,0,0,0
6213,聯茂,4954,4822,-1413,2,0,0,0,0
4991,環宇-KY,4855,4808,5339,4,-2502,-2349,-2319,3
2882,國泰金,4620,19845,30104,5,201,505,-6211,3
4763,材料-KY,4172,2591,569,3,-98,-219,-1532,0
2317,鴻海,3895,-13234,-13217,3,161,-257,-1644,1
6271,同欣電,2499,2400,4123,3,20,45,83,4
3450,聯鈞,2279,2577,989,3,170,165,77,1
5469,瀚宇博,2184,3334,833,2,0,0,-294,0
3006,晶豪科,2082,-1749,-7948,2,133,143,290,3
5439,高技,2081,2687,2172,2,-270,-463,-326,3
6191,精成科,1990,2762,1034,2,0,-299,-288,3
4979,華星光,1894,427,1719,3,766,1940,4477,5
3711,日月光投控,1875,3418,3235,4,184,1689,604,4
6274,台燿,1732,1852,20,2,239,-593,-442,2
2603,長榮,1699,-433,-3818,3,-342,-727,-2796,0
6187,萬潤,1582,1437,1360,2,-13,-13,-12,1
3376,新日興,1513,832,96,2,0,842,990,3
3163,波若威,1456,2506,3411,4,0,180,2006,3
2308,台達電,1111,300,-995,2,78,-986,-927,3
3017,奇鋐,1107,7841,12424,4,556,1570,1575,4
8358,金居,1098,2322,1039,4,-270,-738,-751,1
2383,台光電,1067,1377,767,3,167,883,407,3
3023,信邦,927,112,3100,3,-64,-116,-152,0
8210,勤誠,870,1803,1598,4,-243,-340,-1286,1
3324,雙鴻,752,3830,3048,4,372,20,-102,2
6409,旭隼,551,914,135,4,-1,0,-108,1
8046,南電,530,1762,2391,3,0,-434,-531,1
3693,營邦,505,252,54,2,0,83,83,2
2368,金像電,376,2614,4633,5,39,421,944,5
3653,健策,351,1110,1588,4,-134,19,207,4
8299,群聯,252,-951,-2480,3,-97,-722,-611,1
3661,世芯-KY,188,43,-1328,2,68,75,84,3
2059,川湖,128,258,650,4,2,-137,-855,2
3008,大立光,104,-111,-243,2,-3,10,-5,2
