排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,TPU_伺服器主板與印刷電路板,4.98,100.0,5/5,8.91,-30.46,21.77,66.11
2,TPU_光通訊與連接器,7.46,100.0,4/4,2.57,24.17,12.74,6.85
3,TPU_散熱,7.58,100.0,4/4,101.06,133.55,12.23,20.09
4,低軌衛星,6.16,100.0,7/7,14.34,27.89,6.07,-14.85
5,軍工_無人機相關,2.75,100.0,9/9,20.99,-44.43,15.28,27.61
6,PCB,4.67,93.33,14/15,9.99,-38.3,34.22,65.74
7,機器人,2.06,92.86,13/14,-13.72,-11.1,1.04,-12.41
8,BBU_電池模組,2.26,85.71,6/7,1.88,1.44,-1.24,-6.56
9,工業自動化與機器人,1.7,85.71,6/7,-0.26,5.43,1.58,0.94
10,網通設備組件,3.0,85.0,17/20,97.62,85.24,30.81,42.13
11,被動元件,1.82,84.21,16/19,-13.84,-25.0,-1.88,-18.98
12,CPO_光通訊,5.39,83.33,5/6,3.71,30.78,4.37,3.19
13,軍工_航太製造與維修,1.56,83.33,5/6,1.52,-0.59,0.0,0.32
14,銅,1.09,80.0,8/10,1.76,-4.87,-6.62,3.07
15,航運,0.6,80.0,12/15,9.59,-6.59,-1.64,-3.64
16,玻璃,4.28,80.0,12/15,-0.82,-45.07,15.44,38.88
17,電池或電源,1.79,80.0,16/20,-17.65,-4.84,-2.65,-25.94
18,CPO_先進封裝測試,3.35,80.0,4/5,-3.38,14.3,13.7,15.68
19,IC設計,2.57,76.92,10/13,5.95,-101.35,27.17,57.58
20,銀,1.06,75.0,3/4,0.56,-14.0,-1.66,-7.34
21,軟體設計,0.9,73.33,11/15,-0.07,-2.72,-0.0,-0.15
22,光學元件或組裝,2.84,73.33,11/15,-7.91,-9.09,3.26,-0.9
23,半導體設備,1.71,71.43,5/7,-0.02,4.72,0.0,-0.42
24,電器電纜,0.23,70.0,7/10,-17.24,-6.01,-14.18,-14.53
25,無塵室與機電工程,0.3,60.0,3/5,-6.08,-20.97,-1.84,-12.29
26,BBU_電源供應器與整合,1.75,60.0,3/5,-4.92,-14.51,-0.02,-15.76
27,廠務系統與水處理,0.35,57.14,4/7,-0.14,0.45,-0.05,-1.0
28,化學,0.36,50.0,10/20,-5.01,-15.22,2.36,5.26
29,塑膠,0.02,50.0,9/18,0.78,-7.92,2.37,7.08
30,金融,-0.02,47.37,9/19,0.78,-7.92,2.37,7.08
31,造紙,0.04,42.86,3/7,-0.32,-0.83,-0.0,-0.01
32,紡織,0.4,35.0,7/20,-0.05,-4.33,0.26,-0.31
33,鋼鐵,-0.24,33.33,5/15,0.88,-2.78,-0.79,0.69
34,記憶體封裝與測試,-1.54,25.0,1/4,10.57,35.12,0.76,-2.25
35,記憶體控制IC,-2.69,20.0,1/5,-7.45,-9.31,-0.01,-0.23
36,記憶體模組,-3.26,14.29,1/7,48.97,-12.62,-12.06,-18.76
37,記憶體製造,-4.91,0.0,0/4,-21.42,-87.14,3.58,0.4
