排名,股票代碼,公司名稱,公司產業,大戶持有比例差,大戶增加比例(%),第一天開盤價,期間最高價,期間最低價,最後一天收盤價,周漲幅
1,6127,九豪,電子零組件類,7.3,34.1,47.6,56.6,45.25,52.5,10.3
2,6207,雷科,電子零組件類,6.7,33.3,73.2,93.5,72.0,89.9,22.8
3,4916,事欣科,全部,11.9,32.9,68.5,105.0,67.2,98.3,43.5
4,6485,點序,半導體類,8.3,28.9,98.2,118.5,98.2,106.0,7.9
5,2375,凱美,全部,7.8,28.6,100.0,134.5,98.7,134.5,34.5
6,1582,信錦,全部,8.6,25.4,100.5,120.5,97.9,115.0,14.4
7,2489,瑞軒,光電業,6.8,20.2,40.65,51.4,37.5,51.4,26.4
8,5425,台半,半導體類,7.8,20.2,73.0,93.5,69.5,87.1,19.3
9,3236,千如,電子零組件類,6.1,18.0,39.15,53.0,37.15,53.0,35.4
10,3141,晶宏,半導體類,3.1,17.3,64.2,78.2,60.1,77.4,20.6
11,5328,華容,電子零組件類,6.3,14.0,29.4,36.85,27.7,35.5,20.7
12,6182,合晶,半導體類,3.3,11.4,59.3,69.9,52.1,69.9,17.9
13,3537,堡達,電子零組件類,3.0,9.7,51.5,69.8,51.4,69.8,35.5
14,3035,智原,全部,2.9,9.6,200.0,216.5,177.0,211.0,5.5
15,6141,柏承,全部,4.4,9.6,23.15,37.3,23.15,34.0,46.9
16,2478,大毅,全部,5.7,9.6,83.5,127.5,82.5,127.5,52.7
17,6271,同欣電,全部,4.4,9.3,185.5,226.5,174.5,226.5,22.1
18,6462,神盾,半導體類,3.1,9.1,131.5,150.0,128.5,144.5,9.9
19,5291,邑昇,電子零組件類,4.2,9.0,68.6,80.5,64.6,76.9,12.1
20,3090,日電貿,全部,5.3,8.6,133.5,215.5,132.0,215.0,61.0
21,4571,鈞興-KY,全部,5.5,8.5,203.0,241.5,200.0,229.5,13.1
22,3048,益登,全部,4.6,8.4,56.0,74.5,53.2,74.5,33.0
23,8096,擎亞,電子通路類,3.8,8.2,97.8,118.5,92.2,118.5,21.2
24,2399,映泰,全部,2.2,8.2,47.2,47.2,41.8,46.55,-1.4
25,3714,富采,光電業,3.3,8.1,68.7,81.4,64.2,81.4,18.5
26,6706,惠特,光電業,2.6,7.8,165.0,185.0,150.0,185.0,12.1
27,2312,金寶,全部,3.6,7.8,28.45,33.1,26.65,33.1,16.3
28,6215,和椿,全部,2.5,7.6,119.0,137.5,118.0,134.5,13.0
29,6284,佳邦,電子零組件類,3.8,7.5,86.1,102.5,83.3,102.5,19.0
30,6683,雍智科技,半導體類,1.5,7.4,1895.0,1940.0,1565.0,1650.0,-12.9
31,8040,九暘,半導體類,3.8,7.2,87.9,119.0,82.8,119.0,35.4
32,6494,九齊,半導體類,1.3,7.2,54.4,58.8,51.1,58.0,6.6
33,3041,揚智,全部,1.6,7.0,24.25,27.2,22.25,27.15,12.0
34,8926,台汽電,全部,4.2,6.9,58.2,62.7,56.1,60.9,4.6
35,1727,中華化,全部,3.8,6.9,80.2,102.0,77.1,102.0,27.2
36,2365,昆盈,全部,1.5,6.8,35.3,39.45,34.9,39.15,10.9
37,2241,艾姆勒,全部,2.6,6.8,32.55,39.05,32.4,37.85,16.3
38,2401,凌陽,全部,2.6,6.8,25.05,31.75,23.45,30.75,22.8
39,6209,今國光,光電業,3.3,6.8,68.3,89.5,65.9,85.8,25.6
40,6658,聯策,全部,3.0,6.8,197.5,207.0,165.5,193.0,-2.3
41,5274,信驊,半導體類,2.2,6.7,18200.0,18450.0,15140.0,17780.0,-2.3
42,3675,德微,半導體類,3.9,6.6,259.0,332.0,232.5,319.5,23.4
43,3413,京鼎,全部,2.9,6.5,328.0,337.5,308.0,325.0,-0.9
44,8043,蜜望實,電子零組件類,3.9,6.5,113.0,138.0,105.5,130.5,15.5
45,5309,系統電,電子零組件類,2.6,6.5,64.8,70.9,61.5,69.3,6.9
46,2436,偉詮電,全部,1.4,6.3,71.9,78.0,66.5,77.6,7.9
47,1591,駿吉-KY,電機機械,1.3,6.2,52.9,53.8,32.5,37.8,-28.5
48,3217,優群,電子零組件類,2.8,6.1,190.0,208.0,180.5,207.0,8.9
49,6169,昱泉,文化創意業,1.7,5.9,14.75,15.0,14.05,14.75,0.0
50,6834,天二科技,全部,3.9,5.7,48.2,73.2,47.45,70.5,46.3
