排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體製造,4.7,100.0,4/4,-70.04,1.23,8.55,22.59
2,半導體設備,6.18,85.71,6/7,15.28,19.36,1.77,4.91
3,BBU_電源供應器與整合,-0.24,60.0,3/5,52.69,110.88,-6.96,-20.07
4,無塵室與機電工程,2.11,60.0,3/5,9.28,2.19,4.07,10.7
5,記憶體模組,0.16,57.14,4/7,-18.46,10.67,6.91,-11.11
6,TPU_散熱,0.64,50.0,2/4,10.69,-8.36,-14.65,-22.91
7,記憶體封裝與測試,4.2,50.0,2/4,-16.05,-18.29,3.9,7.98
8,IC設計,0.02,46.15,6/13,9.52,-12.66,21.55,68.38
9,化學,1.91,45.0,9/20,17.67,-4.28,-3.19,0.76
10,網通設備組件,0.99,45.0,9/20,23.35,38.34,-1.38,10.79
11,工業自動化與機器人,1.13,42.86,3/7,-1.19,1.0,-0.0,-0.02
12,機器人,0.97,42.86,6/14,43.43,88.05,2.94,10.04
13,記憶體控制IC,-0.54,40.0,2/5,-0.85,14.96,-0.0,-0.22
14,TPU_伺服器主板與印刷電路板,-0.55,40.0,2/5,0.24,-23.17,-21.08,-39.55
15,玻璃,-0.04,33.33,5/15,-8.9,-55.1,-5.9,-19.81
16,軍工_航太製造與維修,-0.7,33.33,2/6,1.72,2.31,0.0,0.0
17,PCB,-0.53,33.33,5/15,-15.01,-77.1,-32.7,-43.89
18,鋼鐵,-0.35,33.33,5/15,-7.37,-46.73,0.23,-2.02
19,被動元件,-1.08,31.58,6/19,64.76,116.78,8.75,40.99
20,銅,-1.49,30.0,3/10,13.04,-33.5,-13.63,11.85
21,廠務系統與水處理,-1.58,28.57,2/7,-0.91,-1.34,1.09,1.62
22,低軌衛星,-0.61,28.57,2/7,19.01,3.94,-12.44,-18.14
23,銀,-0.13,25.0,1/4,23.71,15.9,6.4,30.9
24,電池或電源,-1.56,25.0,5/20,48.38,98.44,-13.24,-41.59
25,TPU_光通訊與連接器,-1.72,25.0,1/4,17.84,0.14,-14.96,-20.19
26,CPO_先進封裝測試,-1.32,20.0,1/5,-2.8,-6.31,1.25,-0.16
27,紡織,-0.89,15.0,3/20,0.18,-3.28,-0.56,-2.63
28,造紙,-1.06,14.29,1/7,-0.19,-0.9,-0.05,-0.11
29,BBU_電池模組,-2.2,14.29,1/7,-1.18,-1.8,-4.04,-13.69
30,航運,-1.28,13.33,2/15,1.02,3.68,-4.77,5.12
31,塑膠,-1.0,11.11,2/18,9.98,-26.83,-4.38,-7.06
32,軍工_無人機相關,-1.45,11.11,1/9,1.44,3.8,20.62,43.44
33,金融,-0.96,10.53,2/19,9.98,-26.82,-4.38,-7.06
34,電器電纜,-0.92,10.0,1/10,9.85,1.54,-0.96,-3.43
35,光學元件或組裝,-2.06,6.67,1/15,-21.73,-27.16,6.96,32.81
36,軟體設計,-1.54,0.0,0/15,-2.2,-2.52,-0.13,-0.14
37,CPO_光通訊,-3.46,0.0,0/6,-20.4,-18.0,-0.8,7.47
